combo,n_factors,Daily Recent 1y_edge,Daily Recent 1y_n,Daily Recent 1y_win,Daily Prior 2y_edge,Daily Prior 2y_n,Daily Prior 2y_win,Weekly Recent 1y_edge,Weekly Recent 1y_n,Weekly Recent 1y_win,Weekly Prior 2y_edge,Weekly Prior 2y_n,Weekly Prior 2y_win,windows_tested,windows_positive,mean_edge,worst_edge,min_n,verdict
B2+C1,2,0.0038615206617633223,1788,51.90156599552572,-0.0730632139318434,3360,53.80952380952381,-0.3517503535199541,229,51.96506550218341,-0.41614399043665556,610,56.557377049180324,4,1,-0.20927400930667245,-0.41614399043665556,229.0,Inconsistent
C3,1,0.4799152873604537,415,56.3855421686747,-0.4753375578057771,902,47.893569844789354,-1.0714844827914372,32,46.875,0.2238048944799021,76,64.47368421052632,4,2,-0.2107754646892146,-1.0714844827914372,32.0,Inconsistent
C1+D1,2,0.035066316205952346,2358,53.18066157760815,0.07339268309590907,5022,54.759060135404226,-0.31788836747886406,265,50.56603773584906,-0.7440145661376254,549,48.63387978142077,4,2,-0.238360983578657,-0.7440145661376254,265.0,Inconsistent
A2+B3+V1,3,-0.09933647642968654,335,51.34328358208955,0.5246313346842003,783,55.81098339719029,0.6947164093925818,44,56.81818181818182,-2.2953134025165167,89,42.69662921348314,4,2,-0.2938255337173553,-2.2953134025165167,44.0,Inconsistent
B2+C1+V1,3,0.45051263093716637,281,59.430604982206404,-0.02242329126302938,530,53.58490566037736,-1.2228464986243965,41,43.90243902439025,-0.5802105144643107,82,65.85365853658537,4,1,-0.34374191835364254,-1.2228464986243965,41.0,Inconsistent
A1+B2+D1,3,-0.36445518875384014,1069,48.643592142188965,-0.0792677530032754,2269,52.09343323049802,-2.072472321052556,134,47.76119402985074,0.13829751976586316,349,58.45272206303726,4,1,-0.594474435760952,-2.072472321052556,134.0,Inconsistent
B2+C1+D1,3,-0.4012543840132505,577,50.25996533795494,0.08285886586884855,1010,54.45544554455446,-2.674587747583557,67,40.298507462686565,-0.2644676388806897,170,51.76470588235295,4,1,-0.8143627261521622,-2.674587747583557,67.0,Inconsistent
A2+C1+D1+V1,4,1.4530027419561922,45,60.0,0.6452456022103858,96,59.375,-2.006824880200393,3,33.33333333333333,2.707258442947622,11,54.54545454545454,2,2,1.049124172083289,0.6452456022103858,45.0,Not enough data
A1+B1,2,-0.20314442475778044,279,50.89605734767025,-0.2824822312081886,520,56.34615384615385,6.3052347154036585,7,85.71428571428571,3.1326924391694164,31,61.29032258064516,3,1,0.8823552610678158,-0.2824822312081886,31.0,Not enough data
A2+B3+C1+D1+V1,5,0.8364631347430642,37,56.75675675675676,0.8413536168867192,73,64.38356164383562,6.814237904084357,1,100.0,2.1262272191967897,8,37.5,2,2,0.8389083758148916,0.8364631347430642,37.0,Not enough data
A2+B3+C1+V1,4,0.9204069403870125,91,54.94505494505495,0.5296045382005163,202,55.44554455445545,5.988149404548011,8,62.5,-0.02712543506093623,15,40.0,2,2,0.7250057392937644,0.5296045382005163,91.0,Not enough data
A2+C1+V1,3,1.055249786251422,136,61.029411764705884,0.3724377423331655,308,54.22077922077923,2.4478032849364957,14,50.0,-0.594615910142833,29,44.827586206896555,2,2,0.7138437642922938,0.3724377423331655,136.0,Not enough data
A2+B2+C1+V1,4,1.327931985666117,45,73.33333333333333,0.07293120681236491,106,51.886792452830186,-2.2726582078788593,6,33.33333333333333,-1.202641419159151,14,50.0,2,2,0.7004315962392409,0.07293120681236491,45.0,Not enough data
A1+B1+D1+V1,4,0.9985733902940724,47,63.829787234042556,0.3576579387446724,105,59.04761904761905,10.907761208799522,2,100.0,4.751636670526861,5,80.0,2,2,0.6781156645193724,0.3576579387446724,47.0,Not enough data
A2+C1+D1,3,0.10548490574259538,178,53.93258426966292,0.5863578328299572,337,54.59940652818991,-2.893389352128227,9,33.33333333333333,0.8825356280905237,35,48.57142857142857,3,3,0.5247927888876921,0.10548490574259538,35.0,Not enough data
A1+B1+D1,3,0.7757551242167258,76,59.210526315789465,0.07061965576988966,155,59.354838709677416,10.907761208799522,2,100.0,4.8424829654418335,6,83.33333333333334,2,2,0.42318738999330774,0.07061965576988966,76.0,Not enough data
A2+B2+C1+D1,4,0.3205628237562913,78,58.97435897435898,0.45898637281875376,135,48.888888888888886,-4.407248771905727,7,14.285714285714285,2.0915526176228787,21,57.14285714285714,2,2,0.38977459828752253,0.3205628237562913,78.0,Not enough data
A1+B3+C1+D1+V1,5,-1.4527922253502865,28,50.0,0.35925174849228547,41,70.73170731707317,-3.1004797941699325,2,100.0,-4.263535064205082,13,46.15384615384615,1,1,0.35925174849228547,0.35925174849228547,41.0,Not enough data
A2+B3+C1+D1,4,-0.06227587030808747,100,50.0,0.6714823234315044,202,58.415841584158414,2.4051186170930223,2,100.0,-0.9309898562080088,14,35.714285714285715,2,1,0.30460322656170846,-0.06227587030808747,100.0,Not enough data
A2+B2+C1,3,0.207081500578928,316,59.49367088607595,0.26219836905000105,613,53.344208809135395,-2.0701278850059213,23,30.434782608695656,0.2905543145251545,93,60.215053763440864,3,3,0.2532780613846945,0.207081500578928,93.0,Not enough data
B1+C3,2,0.7543861634766278,122,61.47540983606557,-0.37601149270787476,341,48.09384164222874,-2.466863122970077,5,0.0,-0.5162692223867613,14,42.857142857142854,2,1,0.18918733538437651,-0.37601149270787476,122.0,Not enough data
A1+C1+D1,3,-0.3384239401749656,97,52.57731958762887,-0.01726189619258275,177,55.932203389830505,-10.96706955433071,6,33.33333333333333,0.6822365310146618,31,61.29032258064516,3,1,0.10885023154903782,-0.3384239401749656,31.0,Not enough data
A1+B2+D1+V1,4,-0.18982661626654804,237,53.16455696202531,-0.23653695252047385,578,51.903114186851205,-2.86373033176767,17,29.411764705882355,0.6090806839128047,80,52.5,3,1,0.060905705041927605,-0.23653695252047385,80.0,Not enough data
B1+C3+D1,3,0.743303591051073,27,62.96296296296296,0.042810082633317634,71,49.29577464788733,,0,,0.31161215035897893,3,33.33333333333333,1,1,0.042810082633317634,0.042810082633317634,71.0,Not enough data
B2+C3,2,0.39309167291826624,290,54.82758620689655,-0.48246484705117443,534,47.37827715355805,-0.8130810309065037,27,55.55555555555556,0.19554124263589642,61,68.85245901639344,3,2,0.03538935616766275,-0.48246484705117443,61.0,Not enough data
A2+B3+C1,3,0.3531927977204899,271,53.13653136531366,0.4289022080288907,549,56.284153005464475,3.887456016541182,15,53.333333333333336,-0.7020379867303838,45,53.333333333333336,3,2,0.02668567300633225,-0.7020379867303838,45.0,Not enough data
B1+C3+D1+V1,4,-0.3875849527583654,12,58.333333333333336,0.011826948255945737,45,46.666666666666664,,0,,0.31161215035897893,3,33.33333333333333,1,1,0.011826948255945737,0.011826948255945737,45.0,Not enough data
B2+C3+V1,3,0.7749465036938255,83,57.831325301204814,-0.8376628133313117,120,44.166666666666664,1.9059335175264702,5,40.0,3.5030066267401785,15,73.33333333333333,2,1,-0.0313581548187431,-0.8376628133313117,83.0,Not enough data
C3+D1,2,0.41412901012977943,81,54.32098765432099,-0.564457931103298,223,48.87892376681614,2.351315201728988,9,66.66666666666666,-0.11337217799115909,16,62.5,2,1,-0.07516446048675929,-0.564457931103298,81.0,Not enough data
B2+C2,2,-0.18133135464255642,64,56.25,-0.03873746398260846,83,51.80722891566265,0.022923192974607168,4,50.0,-5.000308333111468,7,28.57142857142857,2,0,-0.11003440931258245,-0.18133135464255642,64.0,Not enough data
C2,1,-0.18133135464255642,64,56.25,-0.03873746398260846,83,51.80722891566265,0.022923192974607168,4,50.0,-5.000308333111468,7,28.57142857142857,2,0,-0.11003440931258245,-0.18133135464255642,64.0,Not enough data
A1+B2+C1+D1,4,-0.22114098859489215,19,42.10526315789473,-0.16587974919862655,43,48.837209302325576,-10.280961611581214,1,0.0,0.9127996120405861,2,50.0,1,0,-0.16587974919862655,-0.16587974919862655,43.0,Not enough data
A1+B3+C1+D1,4,-0.36699286427780375,78,55.12820512820513,0.030428907383983687,134,58.2089552238806,-11.10429114288061,5,40.0,0.6663356288749424,29,62.06896551724138,2,1,-0.16828197844691004,-0.36699286427780375,78.0,Not enough data
C3+V1,2,0.46928629292837915,133,57.14285714285714,-0.8208839194868824,318,45.911949685534594,1.411160972805576,7,28.57142857142857,2.9263351739388157,22,63.63636363636363,2,1,-0.17579881327925165,-0.8208839194868824,133.0,Not enough data
B2+C3+D1,3,0.31393217917421495,52,51.92307692307693,-0.7883219117242543,137,47.44525547445255,2.351315201728988,9,66.66666666666666,-0.21144548453349843,13,69.23076923076923,2,1,-0.23719486627501965,-0.7883219117242543,52.0,Not enough data
B2+C1+D1+V1,4,-0.052503366354644074,75,52.0,-0.4286071292788586,159,52.83018867924528,-4.397166462451163,15,20.0,-0.5422223848768452,23,60.86956521739131,2,0,-0.24055524781675133,-0.4286071292788586,75.0,Not enough data
A2+C3,2,0.3948371096217489,60,58.333333333333336,-0.9260926282130688,98,35.714285714285715,0.7632008816529732,2,100.0,1.4780015505392352,8,62.5,2,1,-0.26562775929565996,-0.9260926282130688,60.0,Not enough data
B1+C3+V1,3,0.10556106359030826,47,59.57446808510638,-0.6994889671378038,175,45.14285714285714,0.17422961100334033,2,0.0,1.6906106322216088,7,42.857142857142854,2,1,-0.2969639517737478,-0.6994889671378038,47.0,Not enough data
C3+D1+V1,3,-0.4957504113321351,29,51.724137931034484,-0.3024946841058165,87,51.724137931034484,11.76305059220142,2,100.0,3.998848958139848,7,71.42857142857143,1,0,-0.3024946841058165,-0.3024946841058165,87.0,Not enough data
A1+C1+D1+V1,4,-1.4320195343307505,31,51.61290322580645,0.6834075453501963,49,71.42857142857143,-5.493973733307025,3,66.66666666666666,-4.263535064205082,13,46.15384615384615,2,1,-0.37430599449027707,-1.4320195343307505,31.0,Not enough data
A2+B2+C3,3,0.22726489142616785,41,56.09756097560976,-0.9995219389860974,63,34.92063492063492,0.7632008816529732,2,100.0,2.1163844870256567,5,80.0,2,1,-0.38612852377996476,-0.9995219389860974,41.0,Not enough data
A1+B1+V1,3,-0.5529840029089103,146,50.68493150684932,-0.25333825468404536,289,59.515570934256054,7.113307700492492,5,100.0,4.001543778994977,22,68.18181818181817,2,0,-0.4031611287964778,-0.5529840029089103,146.0,Not enough data
A1+B3+C1+V1,4,-0.9572012396204201,93,51.61290322580645,0.0836112239713063,143,56.64335664335665,-1.7997493597930774,6,83.33333333333334,-3.8415095006966937,24,33.33333333333333,2,1,-0.43679500782455694,-0.9572012396204201,93.0,Not enough data
A1+B3+C1,3,-0.5031118230514761,230,52.17391304347826,-0.002673577968537983,386,52.59067357512953,-5.648396902791885,11,54.54545454545454,-0.8083100875903921,51,47.05882352941176,3,0,-0.43803182953680203,-0.8083100875903921,51.0,Not enough data
A2+B3+D1+V1,4,-0.0153486402424001,145,52.41379310344828,-0.08133607629856916,321,54.20560747663551,1.6133145212335838,14,78.57142857142857,-1.25987377289827,40,35.0,3,0,-0.4521861631464131,-1.25987377289827,40.0,Not enough data
A1+B2+C1,3,0.5239785364169918,147,55.10204081632652,-0.539853580440951,358,47.76536312849162,1.1907028046790435,17,64.70588235294117,-1.3742147279624861,41,63.41463414634146,3,1,-0.4633632573288151,-1.3742147279624861,41.0,Not enough data
A1+C1,2,-0.10262831418711323,377,53.315649867374006,-0.35190636742858095,747,50.0669344042838,-1.4960863661131074,28,60.71428571428571,-1.0605067207996948,92,54.347826086956516,3,0,-0.5050138008051296,-1.0605067207996948,92.0,Not enough data
A1+C3,2,-0.046897134459020856,13,53.84615384615385,-0.5408210925066923,72,38.88888888888889,5.6059062619805955,1,100.0,3.5198030660669453,8,75.0,1,0,-0.5408210925066923,-0.5408210925066923,72.0,Not enough data
A2+B3+D1,3,-0.38844808797153196,368,49.184782608695656,0.059280469626615706,834,53.357314148681056,2.895706891226425,27,70.37037037037037,-1.483853777659881,65,38.46153846153847,3,1,-0.6043404653349325,-1.483853777659881,65.0,Not enough data
B2+C2+D1,3,0.6818137118375321,19,63.1578947368421,-0.7399919541917906,31,41.935483870967744,7.573319101571052,1,100.0,-10.715741011214337,2,0.0,1,0,-0.7399919541917906,-0.7399919541917906,31.0,Not enough data
C2+D1,2,0.6818137118375321,19,63.1578947368421,-0.7399919541917906,31,41.935483870967744,7.573319101571052,1,100.0,-10.715741011214337,2,0.0,1,0,-0.7399919541917906,-0.7399919541917906,31.0,Not enough data
A2+B1+C3,3,0.7564403173069503,19,63.1578947368421,-0.7939198688216169,35,37.142857142857146,,0,,0.41402998972853294,3,33.33333333333333,1,0,-0.7939198688216169,-0.7939198688216169,35.0,Not enough data
