combo,n_factors,hold,tickers,trades,win_rate,avg_return,median_return,avg_excess,total_return,max_drawdown,sharpe,sortino,avg_hold,t_stat,low_n
A2+B3+C1+D1+V1,5,4,444,73,64.38356164383562,1.2465556007685756,0.7999979654947916,0.8413536168867192,90.99855885610602,-21.90081523441116,2.466913866781323,4.824587017521,4.0,1.8215407578045237,False
A1+C1+D1+V1,4,4,444,49,71.42857142857143,1.6768459624994858,1.5152872591058155,0.6834075453501963,82.16545216247479,-10.364605813268618,4.173389518868996,6.709080300212192,4.0,1.3727170278939465,False
A2+B3+C1+D1,4,4,444,202,58.415841584158414,0.9435520824720987,0.612757843646744,0.6714823234315044,190.59752065936394,-33.04965487359202,2.031020318855212,4.213919081550679,4.0,2.828889000150448,False
A2+C1+D1+V1,4,4,444,96,59.375,0.9288572433762412,0.44304349776394664,0.6452456022103858,89.17029536411914,-24.506509736113774,1.7818655533831977,3.019923460305017,4.0,1.6131213296063893,False
A2+C1+D1,3,4,444,337,54.59940652818991,0.6514996720618633,0.28557719351563915,0.5863578328299572,219.55538948484795,-70.3005524150194,1.3898410891073776,2.58955517898971,4.0,3.0514490047154967,False
A2+B3+C1+V1,4,4,444,202,55.44554455445545,0.7812684278526293,0.45557920678264924,0.5296045382005163,157.81622242623112,-65.24587343815162,1.194351145422395,2.0796482958763023,4.0,1.4802212268446893,False
A2+B3+V1,3,4,444,783,55.81098339719029,0.8171010582678528,0.5570279169999548,0.5246313346842003,639.7901286237287,-154.87987995796448,1.0849950063251117,2.0644459673893207,4.0,2.5261009638763223,False
A2+B2+C1+D1,4,4,444,135,48.888888888888886,0.21450273204062223,-0.06662377567852243,0.45898637281875376,28.957868825484002,-55.71273112394935,0.4551106255804319,0.7592139312080287,4.0,1.4200960177139206,False
A2+B3+C1,3,4,444,549,56.284153005464475,0.7054536736596385,0.5454030662265592,0.4289022080288907,387.2940668391416,-83.84335204320207,1.1671754847601523,1.9302579202307764,4.0,2.170277656535754,False
A2+C1+V1,3,4,444,308,54.22077922077923,0.6552737922358259,0.39626338759509916,0.3724377423331655,201.82432800863438,-107.64344018765539,0.9014687183543202,1.65043009852126,4.0,1.175937386277924,False
A1+B3+C1+D1+V1,5,4,444,41,70.73170731707317,1.4396057007814165,1.3715111829343793,0.35925174849228547,59.02383373203808,-10.364605813268623,3.5588170447397793,5.4328162327738205,4.0,0.6792874607845376,False
A2+B3,2,4,444,1985,55.01259445843829,0.5727628418653136,0.44886664640281576,0.3580936133481305,1136.9342411026475,-219.5290171138151,0.898205846341659,1.5626258301576135,4.0,3.2955669063721076,False
A1+B1+D1+V1,4,4,444,105,59.04761904761905,2.230783465686585,0.9808434917988773,0.3576579387446724,234.23226389709146,-24.42637745297644,2.5286275271947383,8.610064508558276,4.0,0.5649004001005465,False
A2+C1,2,4,444,1162,54.73321858864028,0.5627839021793685,0.416745395610614,0.3409594771389946,653.9548943324262,-224.74194743139674,0.9207761500698133,1.5081996650396137,4.0,2.527468987632241,False
A2+B2+C1,3,4,444,613,53.344208809135395,0.43500950651433057,0.28557719351563915,0.26219836905000105,266.6608274932846,-145.51359909658407,0.7047240588334895,1.146066852258896,4.0,1.4198684773922172,False
B3+C1+D1+V1,4,4,444,906,55.73951434878587,0.4612877903670316,0.38627438390573515,0.24480314531671035,417.92673807253067,-161.81639164516827,0.723695675996932,1.1141555618750556,4.0,1.5113906704624842,False
B3+C1+V1,3,4,444,1563,54.702495201535505,0.39594937531611496,0.3605672862004065,0.1757818489645458,618.8688736190876,-241.4655310197622,0.6258251328931063,0.9843915555747502,4.0,1.4358223396562575,False
C1+D1+V1,3,4,444,1065,55.305164319248824,0.3823566289773256,0.35328813048166186,0.14426583671511833,407.20980986085175,-230.1992294760013,0.6019612615807693,0.8863421953769576,4.0,0.9685664684120533,False
A2+B1,2,4,444,7593,54.892664296062165,0.4713479267211426,0.44870889012892734,0.14092935193696823,3578.9448075936357,-2410.940147129841,0.7941067947031304,1.1330737913179207,4.0,3.069140809780781,False
C1+V1,2,4,444,2093,54.41949354992833,0.353372038454611,0.31949484484620466,0.1255913452279883,739.6076764855009,-463.42499514521427,0.5299290805200615,0.7978819404460491,4.0,1.1268223259701815,False
A2+B1+V1,3,4,444,1373,53.96941005098325,0.4924866503277953,0.35341447324626857,0.10068082894221328,676.1841709000629,-378.87829661724277,0.834112857168734,1.288139797225242,4.0,0.8787355918497601,False
