combo,n_factors,hold,tickers,trades,win_rate,avg_return,median_return,avg_excess,total_return,max_drawdown,sharpe,sortino,avg_hold,t_stat,low_n
B3+C1+V1,3,3,444,87,57.47126436781609,2.6696343061970937,1.5654073160618815,2.5962155994080107,232.25818463914715,-68.28009182634823,1.1232134812397945,2.2814015120866546,3.0,2.495878858356302,False
B3+C1+D1+V1,4,3,444,53,54.71698113207547,1.7746417944221524,0.6408485802197669,1.9680719296351568,94.05601510437408,-33.162823981735876,0.9683676954277077,1.8647394247196578,3.0,1.7891694640683515,False
A2+B3,2,3,444,89,60.67415730337079,2.259703458779393,1.2551092083768791,1.632024900463364,201.113607831366,-99.76041923364929,0.8437601366013462,1.57441727085018,3.0,1.4458402153465684,False
C1+V1,2,3,444,128,53.125,1.5691640684085664,0.6282258633688944,1.3729222711320044,200.8530007562965,-80.4880266338865,0.6618828905741235,1.2950879423322341,3.0,1.5918233182689545,False
A2+B2+D1+V1,4,3,444,80,57.49999999999999,1.958818462274296,1.325590851384304,1.3277379988126123,156.7054769819437,-94.39032972944497,0.6200411319039462,1.0039557303581308,3.0,0.9644003878487326,False
B3+C1,2,3,444,328,57.3170731707317,1.6670886761575063,1.2259208012274578,1.2764642006928462,546.8050857796621,-221.02818494734157,0.7743642722806979,1.3232472488031264,3.0,2.580443322271217,False
A2+D1+V1,3,3,444,161,59.62732919254658,1.7960121453540527,1.7036356478193988,0.7981573695112303,289.1579554020025,-182.1862833231274,0.622891796881178,0.9423461048918662,3.0,0.8794609865165463,False
A2+B3+V1,3,3,444,44,56.81818181818182,1.7510865937653213,0.5130774785958222,0.6947164093925818,77.04781012567413,-53.008797617693624,0.6742217455300885,1.3174003219853598,3.0,0.4525703169695171,False
C1,1,3,444,557,55.11669658886894,1.0614041449706557,0.8968915756171569,0.6070546263396481,591.2021087486553,-305.9732686119359,0.5044734193714012,0.8138346708381511,3.0,1.6382095240260706,False
A1+V1,2,3,444,339,56.04719764011799,1.0867689572303467,0.7614733937099428,0.5824002289803372,368.4146765010875,-174.61707967479282,0.5000563968788686,0.788452316266253,3.0,1.2464950565795634,False
A1+B3+V1,3,3,444,255,56.07843137254902,1.1370417670294248,0.8541908336218416,0.5728390189197153,289.94565059250334,-152.16717239652343,0.49253829582780523,0.7575997157895935,3.0,1.004200282773035,False
C1+D1+V1,3,3,444,68,47.05882352941176,0.4550853830221975,-0.6597983027147665,0.563975225498469,30.945806045509432,-53.356639053262796,0.217254461549139,0.3793979076394143,3.0,0.517946178991865,False
B3+C1+D1,3,3,444,198,54.04040404040404,0.8435124674072508,0.5509683758712546,0.4795806146777744,167.01546854663567,-163.20923293431005,0.41347862568292837,0.6618317552846307,3.0,0.7747986140514584,False
A2+B2+V1,3,3,444,186,55.376344086021504,1.2307288543111974,1.223609387431092,0.4580372239558183,228.9155669018827,-110.09054830064468,0.47930616472212284,0.8325847662341804,3.0,0.6109593793328366,False
A2+B2+D1,3,3,444,319,56.739811912225704,1.242144335518985,1.2903435663339091,0.45499129393798576,396.2440430305562,-143.43138111730323,0.49986352744166834,0.8079693761181673,3.0,0.8046385435825032,False
A2+D1,2,3,444,657,57.99086757990868,1.5638188917927252,1.5528153312429185,0.4092131666538077,1027.4290119078205,-252.54023759069037,0.599963128853581,0.9098985163191677,3.0,0.9782107967463903,False
A2+B2,2,3,444,819,54.57875457875458,1.2439828987550159,1.070952538714749,0.40399725166450956,1018.8219940803581,-288.6994243679508,0.5092490331711952,0.9015734692022376,3.0,1.1514550519247881,False
A2+V1,2,3,444,320,56.25,1.2798793674342117,1.397456869850352,0.36909118252054934,409.5613975789478,-199.73935057796427,0.5094665168132967,0.8565296805314679,3.0,0.6566750453709413,False
A2,1,3,444,1326,55.80693815987934,1.330142785318777,1.2121077477419344,0.30847651024541606,1763.7693333326984,-546.2187953522258,0.5234741885855957,0.847173469548125,3.0,1.0772763710063515,False
A2+C1,2,3,444,38,39.473684210526315,1.0664689004067662,-2.244171081279321,0.2815499708679351,40.525818215457114,-63.557198518009116,0.4266684459851321,1.7324185310859836,3.0,0.17887315330978257,False
A1+B3+D1+V1,4,3,444,152,55.92105263157895,1.0941612902777464,0.9312805372133193,0.26381352917605394,166.31251612221746,-107.04118747130487,0.4327253459379903,0.6806468376813444,3.0,0.3308971598629753,False
A1+B2+V1,3,3,444,79,53.16455696202531,0.5655446307688831,0.2988890957741588,0.19991378857397976,44.67802583074176,-60.02902712995113,0.3330098906799372,0.6270014487698935,3.0,0.26189678360812185,False
B3+D1+V1,3,3,444,1004,53.48605577689243,0.697992047125445,0.42980025561734725,0.15219406145234707,700.7840153139468,-517.2249259495393,0.30741917895915977,0.5331015740166349,3.0,0.5062969712758557,False
B3+V1,2,3,444,1418,53.31452750352609,0.6034473263657264,0.4328002312229663,0.1337673346976547,855.6883087866,-739.0571723220602,0.26637913310220046,0.43909249498420877,3.0,0.5337177579869148,False
A2+B1+D1,3,3,444,299,57.859531772575245,1.6209188087352167,1.5528153312429185,0.08369283198239975,484.65472381182974,-275.8119906180768,0.598111598476572,0.8554810619467438,3.0,0.12818156566900005,False
A1+B3,2,3,444,923,53.304442036836406,0.9653861147152097,0.4306412954396351,0.08118404109222094,891.0513838821386,-352.9089885487973,0.4340377329340724,0.7482209863324591,3.0,0.2751711825319145,False
A1+D1+V1,3,3,444,171,53.80116959064327,0.872438333063707,0.4306412954396351,0.07737873223572424,149.18695495389392,-119.54970644341756,0.35192963741807987,0.5667840080554329,3.0,0.10436819425737126,False
A1,1,3,444,1415,53.14487632508834,0.9023267768477318,0.4306412954396351,0.04135289101827623,1276.7923892395406,-634.3181522657766,0.41207508699847734,0.6590148100072669,3.0,0.17468892230972863,False
